TrainingHours,FitnessScore,PerformanceRating,OpponentRank
5.44,84.96,4.141,97
9.6,69.03,7.011,48
7.28,73.97,7.131,22
4.86,60.08,4.895,35
7.15,83.59,6.385,45
8.8,61.81,7.032,28
7.85,84.16,6.163,67
6.12,64.37,3.782,86
4.71,85.15,5.975,38
7.4,75.1,5.768,53
6.79,69.41,4.037,87
7.79,91.0,8.187,6
7.27,74.31,7.611,14
8.1,71.38,4.71,86
4.93,84.09,5.476,36
8.63,60.2,4.607,84
6.4,49.73,4.661,51
10.0,86.58,6.163,87
4.62,66.64,3.46,77
9.47,83.65,7.4,44
6.4,75.46,5.573,45
4.7,63.36,3.498,73
5.03,81.07,5.397,41
5.36,70.9,6.667,6
6.85,64.23,3.364,92
7.05,64.49,7.043,7
4.85,57.67,2.999,83
5.95,79.03,3.486,95
10.0,65.65,4.703,99
9.46,74.65,5.009,93
6.87,73.18,6.033,47
6.08,65.58,5.674,33
6.24,59.77,5.907,22
7.23,100.0,6.301,67
3.95,74.51,3.274,77
5.49,93.23,7.057,13
2.66,86.65,4.132,56
6.8,71.79,4.734,77
7.29,76.81,7.399,12
5.03,76.52,6.918,5
9.15,93.44,6.184,77
3.55,83.3,4.788,55
3.07,66.93,3.092,76
6.45,78.52,4.908,74
8.09,83.04,8.047,15
9.37,63.25,5.516,66
5.08,79.94,5.23,38
8.16,88.45,5.845,80
5.92,66.43,3.381,97
5.65,67.81,2.994,98
7.77,86.6,6.51,55
7.3,71.46,4.052,89
2.85,65.18,3.468,55
8.95,83.82,7.396,47
8.76,80.77,5.394,90
4.75,75.94,6.104,14
6.79,86.25,7.481,15
6.99,86.96,7.077,35
6.52,74.17,6.193,31
4.9,94.74,6.783,34
4.66,90.83,5.088,73
5.95,55.16,6.124,7
8.35,64.7,7.022,38
7.09,52.45,6.803,1
5.26,71.75,3.711,87
7.54,62.89,7.005,14
0.3,66.86,3.536,25
8.3,85.91,8.219,8
2.52,57.45,3.45,40
5.28,76.3,7.236,6
3.76,76.24,3.439,79
3.41,74.18,5.405,20
8.32,76.31,5.228,81
5.06,52.68,2.327,96
6.69,66.9,4.983,59
5.91,90.43,7.848,6
6.95,63.03,5.682,39
6.15,91.67,4.483,92
3.43,60.93,4.999,10
7.99,59.73,7.587,9
5.01,65.48,4.941,34
2.89,86.29,3.522,77
5.14,69.54,4.476,55
9.0,78.45,5.744,75
7.7,75.74,5.083,75
5.3,74.46,3.193,94
5.3,87.74,4.057,92
5.36,82.72,4.165,87
10.0,63.57,6.346,61
6.76,72.24,4.85,59
6.86,92.43,5.605,79
8.06,78.2,8.105,11
6.48,59.92,6.258,13
5.48,60.63,4.212,62
5.61,83.9,4.176,92
5.86,82.02,4.735,71
5.93,65.79,3.031,95
7.46,82.48,7.795,22
6.1,90.99,6.996,38
7.47,89.58,8.256,14
5.84,91.04,8.012,6
6.16,80.55,6.474,31
2.0,73.22,3.756,51
7.83,70.98,7.382,3
6.69,74.83,7.129,17
8.0,66.24,7.201,20
0.21,71.41,4.538,7
10.0,87.75,9.081,17
5.72,58.91,4.346,58
8.22,59.59,3.991,90
3.92,83.31,6.185,27
7.23,71.5,7.578,13
3.89,55.74,5.909,5
4.75,74.39,4.102,65
9.83,72.96,8.428,17
5.62,70.69,5.725,37
6.43,81.86,6.764,16
7.74,61.67,6.816,18
6.99,75.13,4.248,92
6.3,72.89,7.349,3
6.73,75.38,6.801,18
10.0,57.68,6.958,41
5.88,69.77,3.454,94
6.4,75.2,3.664,96
8.1,80.41,5.578,78
8.21,93.46,8.249,17
8.37,83.06,5.56,83
7.28,79.61,5.692,61
3.71,87.71,5.067,47
9.27,71.96,5.669,72
3.71,90.54,4.119,68
6.61,86.19,6.908,24
4.49,70.54,2.573,93
5.87,94.24,6.309,47
6.66,79.47,5.723,56
6.64,96.93,5.722,75
6.84,78.03,4.712,76
9.23,69.38,7.699,14
6.91,67.32,4.717,71
5.51,71.44,4.436,67
7.93,69.29,4.409,96
8.38,87.71,8.253,11
3.54,74.71,6.149,2
7.19,58.86,6.595,17
7.4,77.13,6.076,42
5.4,76.26,4.83,58
8.75,70.31,7.068,23
5.7,77.68,5.922,33
6.25,74.56,4.362,86
5.65,81.34,6.148,45
6.03,80.75,4.579,78
3.81,78.65,4.703,49
3.12,62.01,4.748,20
9.19,96.19,7.784,53
4.31,59.44,5.448,17
4.02,73.71,5.784,8
1.69,64.06,4.839,7
4.72,78.96,5.246,37
3.35,76.38,2.58,100
9.28,73.31,7.03,49
8.02,90.18,5.875,68
4.62,86.08,6.272,30
10.0,71.73,6.668,52
7.96,83.04,6.397,54
5.35,90.65,5.43,52
1.0,86.01,2.418,85
10.0,73.64,7.727,42
3.22,59.1,4.339,27
2.71,78.25,5.817,3
8.05,81.69,4.792,95
10.0,67.3,8.446,16
8.77,75.23,5.76,77
7.13,74.17,5.317,71
7.19,88.88,5.519,75
7.71,93.54,4.581,98
7.52,86.75,6.482,42
6.56,74.14,4.567,75
6.21,86.48,3.861,96
5.87,81.49,5.531,56
4.49,74.25,5.31,33
5.44,95.92,6.478,29
2.61,67.62,1.89,95
5.8,81.04,3.788,91
4.02,83.4,4.371,62
3.79,72.13,3.893,66
6.36,80.59,7.71,8
8.78,84.45,7.567,43
7.84,77.45,6.561,47
2.86,79.72,6.101,12
4.02,76.05,3.164,84
7.88,82.98,6.907,40
4.04,72.71,6.046,5
5.55,71.88,4.831,56
7.1,75.21,5.597,57
4.06,86.84,4.032,77
6.21,57.53,6.631,1
3.33,65.91,4.694,33
4.8,97.76,5.474,60
6.64,77.75,4.862,73
2.81,70.93,4.531,34
6.88,82.95,4.977,72
5.96,67.15,5.43,33
7.1,53.97,2.933,100
6.45,78.55,5.633,56
8.73,67.69,5.243,76
6.25,76.01,3.509,100
5.14,78.29,3.889,83
6.24,76.42,6.946,21
7.09,57.91,3.027,97
6.1,75.26,4.757,68
6.08,79.45,7.173,4
4.6,61.0,4.01,49
4.67,59.81,5.694,11
3.19,64.31,2.305,90
9.5,82.47,9.052,5
3.51,55.02,3.176,60
4.61,83.3,5.978,30
4.56,78.92,4.605,66
7.79,72.42,4.697,88
5.41,60.19,5.795,16
8.5,67.04,5.079,82
4.65,82.82,4.129,76
6.56,87.57,4.736,90
4.33,64.69,5.906,12
10.0,86.42,8.912,26
3.62,81.86,4.327,68
6.62,74.93,6.978,27
7.27,67.62,5.719,53
6.83,69.19,4.022,87
5.63,93.23,4.722,85
5.74,76.78,5.286,48
6.09,88.3,6.418,37
5.71,77.42,3.514,98
7.93,70.47,6.367,45
10.0,80.84,6.26,75
4.89,96.58,7.778,3
3.26,68.56,5.313,6
5.82,84.14,4.542,78
10.0,76.91,9.118,6
4.39,60.5,2.967,77
9.28,60.28,7.301,29
9.36,70.48,7.469,33
4.89,78.47,5.945,17
7.14,83.78,6.062,57
9.26,59.29,7.656,11
5.24,81.53,4.987,66
5.59,73.82,5.5,34
4.84,75.03,3.324,95
3.97,80.89,6.412,16
4.7,92.46,6.259,41
3.55,78.04,4.934,37
6.07,61.43,6.122,22
4.46,73.13,4.874,46
6.47,83.52,6.958,35
2.89,83.85,6.293,7
6.66,81.66,6.008,50
7.67,69.9,7.32,15
2.01,61.32,4.629,4
6.75,80.9,4.362,88
8.46,62.86,7.373,13
3.58,81.93,5.62,29
9.35,81.93,6.834,50
6.84,70.32,6.975,16
4.59,73.88,6.488,1
5.89,76.99,5.753,34
7.12,68.85,3.516,98
6.15,61.18,3.696,80
7.08,74.61,4.121,96
4.16,75.65,5.367,33
6.34,88.61,7.45,15
3.17,67.18,2.526,81
5.78,85.68,5.475,58
4.19,63.53,2.515,81
4.53,61.55,4.778,35
8.47,71.99,6.306,53
8.18,65.59,6.496,29
7.22,61.41,4.521,76
3.82,94.44,4.691,58
5.37,70.48,3.967,77
8.43,98.11,8.377,21
6.28,65.05,5.674,39
10.0,57.91,8.311,1
6.79,87.91,6.257,49
6.38,67.73,4.374,77
5.38,76.39,5.133,43
6.27,61.44,3.579,88
5.7,74.62,3.869,88
7.42,61.28,4.351,77
7.91,74.26,4.298,100
4.43,70.26,5.9,5
3.34,77.3,4.101,55
2.33,81.26,2.928,78
7.02,77.41,5.118,80
3.79,79.51,3.673,70
1.69,73.91,4.938,2
6.78,70.65,4.864,68
10.0,79.7,6.813,63
5.99,73.89,4.054,80
7.68,74.27,3.808,100
6.16,78.98,4.057,85
5.8,64.67,3.513,81
7.84,89.3,6.119,67
5.42,72.51,3.112,88
6.53,76.24,5.181,70
6.64,74.55,4.682,83
4.66,81.53,2.965,98
7.98,78.39,4.688,86
5.65,74.5,6.837,3
4.49,89.49,5.931,39
7.07,42.97,2.966,87
4.2,87.43,6.649,11
6.06,84.2,4.384,96
5.98,56.64,5.415,30
8.17,84.29,6.968,50
6.95,85.58,4.484,100
5.95,80.62,5.007,67
7.64,59.41,5.234,48
8.78,81.83,7.295,40
7.12,85.07,4.224,100
6.02,69.28,6.56,16
3.38,79.41,5.354,32
3.87,71.47,2.099,100
5.39,83.85,5.028,62
4.78,71.86,3.533,86
5.63,69.2,4.307,76
6.11,74.61,5.468,40
7.06,61.58,4.107,78
5.86,73.61,4.503,71
6.97,78.62,5.339,66
6.13,83.7,7.215,11
2.05,77.49,2.448,74
4.12,60.67,5.635,6
5.71,88.52,7.176,9
3.58,89.36,6.14,19
7.2,76.13,7.139,25
9.06,67.48,8.396,5
8.44,69.68,8.091,5
5.57,72.96,5.4,54
8.98,77.79,6.514,67
6.3,71.96,4.44,68
5.33,66.42,6.222,12
4.77,85.23,4.024,90
5.4,77.57,7.142,6
5.22,64.48,3.91,74
6.34,77.91,4.081,91
6.32,76.62,3.601,87
6.01,67.82,5.817,38
6.87,86.95,7.162,30
8.38,76.35,6.815,37
7.9,72.83,7.034,25
3.03,74.17,4.37,44
0.89,79.44,2.655,60
7.87,74.28,7.937,14
3.27,74.19,3.419,67
5.55,85.66,4.728,68
3.66,60.82,4.69,36
2.4,62.48,3.987,25
7.08,82.77,7.703,8
7.52,99.16,8.116,25
4.85,83.76,5.82,36
0.82,93.64,4.694,30
4.91,70.66,3.631,79
6.78,68.63,4.994,60
3.04,79.57,4.303,45
6.37,84.54,6.625,47
5.97,61.88,5.232,50
7.16,72.87,4.949,69
6.24,74.73,4.045,82
4.05,68.21,2.566,96
8.39,69.38,6.542,42
5.68,83.43,5.05,50
5.95,79.7,7.118,7
4.13,82.98,6.238,4
5.11,78.37,4.85,54
4.23,66.27,4.576,45
5.65,79.23,6.231,31
9.42,65.48,4.842,80
3.26,71.88,3.548,61
2.77,64.64,3.804,45
8.94,68.89,8.478,3
5.58,75.9,5.373,47
4.66,70.43,4.712,49
8.08,66.17,7.624,3
4.79,86.38,7.065,3
9.65,73.8,5.124,93
7.36,69.72,4.452,83
5.02,64.18,5.943,4
10.0,56.28,5.685,59
4.79,72.78,5.439,35
7.48,61.22,5.285,53
6.6,82.12,7.076,16
8.6,75.29,6.506,51
9.12,90.58,8.219,26
6.06,77.23,6.057,38
4.49,67.73,3.733,68
6.92,56.2,5.547,34
4.64,83.07,6.04,21
10.0,62.01,6.736,41
6.27,70.92,4.816,59
5.27,91.74,4.01,89
6.37,81.11,7.671,3
3.31,78.9,4.197,56
4.06,84.44,4.712,62
8.4,84.07,8.057,18
4.69,90.81,3.977,89
3.91,68.98,2.227,96
7.07,71.23,4.299,84
8.37,65.78,7.475,15
7.44,74.67,5.348,66
7.99,73.68,7.462,30
4.49,57.45,2.745,76
3.16,68.46,3.921,39
9.0,89.39,6.59,64
5.35,77.44,5.273,57
5.5,82.15,5.277,63
8.66,73.79,8.11,7
7.11,56.13,3.648,86
6.91,73.71,5.093,72
10.0,85.42,6.39,87
4.71,63.14,4.878,23
7.86,82.47,5.569,76
6.11,57.98,6.746,6
6.54,75.2,5.408,58
9.06,80.45,7.961,14
7.02,71.88,7.032,28
7.08,99.72,8.853,5
8.15,70.07,5.083,68
5.27,69.22,4.458,56
4.32,77.04,5.884,25
3.91,67.45,4.959,27
2.07,60.59,2.945,60
10.0,64.02,8.652,4
3.79,82.58,5.68,29
5.56,71.95,3.264,91
5.45,92.02,7.648,7
6.61,70.59,6.636,32
7.63,82.11,7.73,20
7.72,80.11,5.971,64
4.83,70.44,4.652,43
5.67,66.21,2.81,100
6.57,57.68,5.671,30
5.5,80.53,5.034,60
9.21,86.98,5.843,93
6.98,59.1,5.737,28
7.47,71.3,6.315,40
7.33,68.33,5.034,67
8.35,80.51,5.342,91
6.36,71.71,4.08,85
3.41,88.23,5.223,37
6.8,71.16,3.182,99
4.7,62.64,3.891,59
4.94,70.31,5.905,20
7.17,71.41,5.206,63
8.48,80.26,6.072,73
6.04,71.26,5.979,35
6.62,79.4,5.42,58
9.4,67.1,7.973,10
6.48,72.05,5.151,59
10.0,67.15,7.69,21
7.13,66.53,5.734,43
2.48,87.75,4.676,43
7.51,67.85,4.077,88
6.76,71.52,7.438,1
8.58,85.45,6.938,46
7.35,82.5,7.599,31
5.72,91.41,5.838,63
3.55,79.83,4.618,46
5.58,69.0,5.779,23
4.3,95.57,6.148,18
4.84,80.82,4.347,62
7.18,73.45,6.941,27
9.34,75.57,7.072,44
6.79,76.79,6.021,46
3.61,72.63,3.928,61
6.89,61.24,6.567,12
8.39,91.27,5.462,99
4.78,74.78,6.288,16
5.73,76.83,6.444,21
6.03,95.78,4.672,91
4.43,68.17,2.68,100
7.3,81.55,5.86,64
5.76,67.08,6.063,13
6.84,78.21,6.162,50
4.23,77.02,6.411,8
5.13,82.91,5.019,56
7.44,87.08,6.111,56
5.25,69.2,6.403,8
9.45,89.17,6.326,80
5.2,89.87,4.031,87
6.45,72.5,5.736,45
7.87,74.93,4.05,98
3.16,70.06,4.419,24
2.48,71.95,4.866,21
2.95,62.97,5.096,13
8.53,82.78,7.017,50
4.9,54.5,4.225,51
10.0,68.03,8.275,4
4.87,74.54,3.231,93
6.37,88.0,5.916,60
9.08,69.55,5.797,68
10.0,79.28,8.441,21
10.0,74.19,7.828,34
8.42,84.45,6.189,73
8.05,78.76,7.426,25
7.19,83.3,4.95,85
7.56,69.49,7.478,4
4.9,64.86,3.734,64
4.36,78.67,3.32,80
5.99,70.12,5.749,25
5.66,75.3,5.762,40
5.09,78.17,6.783,7
7.39,87.42,6.697,45
7.91,82.87,8.484,5
6.18,68.19,5.958,40
8.96,63.55,7.333,21
3.72,92.07,5.498,34
5.61,59.17,4.616,48
4.57,70.47,5.848,22
2.27,81.45,2.044,91
5.83,91.39,5.853,61
5.76,73.1,4.051,74
9.03,75.27,5.887,79
7.26,66.25,7.368,3
3.95,76.27,3.278,77
9.71,63.5,5.051,90
8.44,67.5,5.735,56
7.16,82.64,5.124,65
5.55,70.66,4.033,73
4.08,84.17,5.738,39
5.26,73.46,5.762,26
8.18,61.31,6.618,18
9.77,86.68,6.441,72
9.09,61.85,7.402,15
5.02,68.98,5.18,46
3.76,73.0,5.036,22
6.28,85.06,6.347,38
2.46,69.74,3.478,46
6.65,65.73,7.168,4
5.7,76.63,6.696,21
5.07,72.86,3.795,80
2.81,70.33,3.981,46
7.03,77.16,4.139,89
4.93,62.96,5.358,23
3.66,57.78,4.917,17
0.26,96.39,2.307,96
5.94,76.04,4.508,66
9.54,76.74,8.766,1
9.32,67.18,5.644,73
5.09,83.98,4.083,90
4.8,69.67,4.517,49
6.94,47.14,5.65,35
4.0,69.33,3.732,60
6.6,72.19,7.006,6
7.53,73.3,6.252,41
8.45,73.01,5.278,73
5.8,68.55,3.711,84
5.59,67.58,5.101,49
4.24,72.02,5.594,26
4.35,58.55,4.741,34
5.55,55.42,3.309,74
6.73,75.98,4.038,94
7.83,76.15,7.7,4
4.39,83.79,2.954,98
8.99,72.44,8.399,9
5.46,63.06,3.835,69
5.96,55.6,6.117,9
4.51,66.1,5.405,25
1.15,79.23,3.377,40
7.77,89.41,6.182,67
7.47,75.54,6.933,25
5.44,62.86,4.741,51
6.13,66.2,6.291,18
7.03,66.51,4.898,59
2.87,70.94,2.804,75
4.94,86.21,3.689,87
7.59,86.99,6.532,59
3.49,73.28,4.922,34
6.59,76.83,5.839,53
3.29,67.02,2.157,98
6.93,57.9,4.994,47
5.93,92.88,7.19,24
2.77,51.78,2.607,61
8.33,56.64,5.475,57
4.53,92.96,5.049,66
4.38,75.17,3.523,77
6.4,63.74,6.38,20
8.3,81.83,5.935,71
3.97,82.73,3.737,73
6.12,61.67,5.35,34
6.86,69.67,5.502,54
7.39,83.76,5.763,65
6.35,66.83,4.297,72
5.27,77.82,4.996,51
4.34,89.25,5.866,41
6.17,51.08,6.629,1
3.86,71.59,5.148,25
0.16,77.62,1.436,93
6.87,57.08,5.043,52
7.81,69.7,4.61,81
1.27,85.44,2.834,71
3.98,67.96,2.422,99
7.24,60.16,6.235,16
10.0,86.31,8.297,21
6.04,79.45,7.755,2
4.54,74.31,3.157,90
5.63,74.02,4.529,69
8.75,85.28,9.336,5
4.71,77.95,4.094,73
4.4,81.46,4.945,53
5.03,68.07,5.871,18
4.09,55.83,4.836,19
6.25,81.22,4.996,63
9.25,86.01,9.139,6
6.65,72.75,5.083,63
5.5,83.88,6.247,27
5.42,71.65,5.038,54
2.87,74.09,4.614,31
7.77,92.52,6.393,64
5.84,72.08,6.452,21
5.64,71.49,6.541,14
10.0,56.3,5.098,80
6.6,81.9,7.542,2
4.5,67.9,5.729,18
5.15,76.47,6.552,18
8.3,71.85,6.591,35
6.23,70.54,3.9,78
3.12,73.82,3.145,82
7.84,74.59,4.659,83
4.66,86.76,6.177,25
9.75,90.2,5.693,99
8.16,81.51,8.481,7
5.11,87.72,7.085,3
8.56,83.54,6.539,57
6.14,79.95,4.387,76
7.71,89.55,7.057,54
6.97,61.92,6.44,16
4.31,68.16,5.312,20
4.71,66.79,6.075,5
8.06,71.99,5.679,61
5.33,81.86,6.17,31
5.19,63.85,5.721,24
4.09,80.03,4.085,63
6.85,69.13,5.528,45
10.0,71.53,6.762,44
3.86,77.0,2.811,88
6.05,91.81,4.825,80
8.82,67.88,7.074,39
5.84,74.2,6.159,28
6.9,64.22,6.999,5
3.88,67.78,3.415,77
6.86,64.13,6.599,15
5.63,77.45,5.183,49
7.97,79.25,8.059,4
8.37,81.87,7.891,14
10.0,67.46,5.015,91
7.16,80.08,7.693,10
6.65,76.13,4.221,87
6.39,74.42,4.107,92
5.29,62.59,4.842,44
6.68,76.53,4.9,77
5.41,76.85,6.058,36
6.34,76.02,5.388,59
8.64,79.0,7.228,32
3.99,81.95,4.179,65
8.28,64.02,5.596,64
8.63,72.83,8.567,4
5.76,80.16,7.476,1
1.76,72.32,2.601,82
4.78,84.59,4.119,77
8.59,75.9,5.112,89
5.95,55.45,5.347,21
4.0,83.39,3.775,79
4.99,73.83,5.408,41
7.68,57.3,5.992,41
7.09,72.48,6.727,10
5.52,62.32,2.382,99
5.27,82.53,7.097,4
5.22,74.64,3.782,69
4.16,65.76,4.454,44
9.23,83.11,7.173,59
5.36,79.59,5.706,38
8.43,72.64,7.552,24
9.04,62.54,7.193,24
8.0,66.58,6.922,19
5.14,66.43,3.042,84
6.81,82.46,4.562,92
5.95,58.19,5.05,43
4.19,74.53,3.605,75
6.65,72.5,4.152,87
3.64,85.36,4.073,79
8.38,77.33,5.484,85
5.07,80.35,2.966,100
6.4,69.75,6.443,13
6.57,62.69,5.95,32
5.48,71.75,6.244,10
7.17,82.77,5.97,59
5.05,82.75,5.691,46
7.74,70.69,6.503,32
3.31,66.39,3.862,49
6.25,64.43,3.836,84
9.88,73.63,7.346,39
4.0,76.37,4.73,51
4.64,89.73,6.716,16
7.03,76.23,6.415,39
6.36,81.14,5.084,60
6.7,67.2,7.13,5
6.98,75.42,4.723,81
7.27,76.4,3.892,100
8.22,73.59,5.587,64
6.82,74.78,6.032,48
5.52,76.26,6.321,26
7.35,79.81,6.174,51
9.8,86.69,6.97,68
5.73,52.34,4.864,26
4.05,86.14,6.211,20
8.21,57.89,4.353,77
5.76,78.09,4.58,71
1.65,98.56,5.208,24
7.69,74.57,5.564,67
4.93,76.8,4.086,67
5.82,71.9,5.74,50
6.66,81.67,7.282,16
6.38,78.62,3.831,95
7.42,68.24,6.337,33
5.13,73.86,3.478,78
7.03,63.82,5.317,50
5.48,73.81,3.769,89
7.48,70.81,7.832,2
7.23,76.37,5.514,59
4.13,67.9,4.917,41
8.17,72.86,5.043,77
4.93,75.09,4.32,63
7.62,75.78,4.672,82
6.73,77.74,5.059,62
9.68,73.26,5.784,84
5.55,67.13,6.572,2
5.3,75.82,6.841,7
5.96,73.21,4.107,77
5.39,85.25,7.468,8
7.6,86.51,8.636,3
2.77,61.28,4.465,14
3.89,81.17,3.338,87
3.86,83.18,3.951,72
7.9,61.54,6.498,33
9.42,80.79,8.086,27
5.79,83.96,7.444,11
5.66,65.5,3.145,97
6.14,72.64,6.979,11
8.32,76.86,7.935,18
4.15,80.7,3.078,92
6.48,65.12,3.519,90
7.95,86.57,5.332,94
7.0,54.71,4.227,74
6.38,88.24,6.612,42
8.0,80.5,8.447,3
0.59,68.78,3.08,32
7.36,83.64,7.001,36
4.69,64.52,5.881,10
2.34,76.15,2.703,85
7.02,77.39,5.666,55
8.75,77.36,5.243,71
5.73,66.6,5.995,25
7.91,70.04,5.466,62
9.22,76.27,7.431,34
8.63,67.73,7.198,25
9.28,77.71,6.318,73
7.48,68.86,7.895,8
6.15,85.0,5.778,53
2.8,90.63,2.545,99
5.51,72.03,2.867,92
4.31,84.2,7.025,10
10.0,72.88,6.418,78
5.65,65.64,2.839,93
6.25,70.74,7.284,1
7.1,75.86,5.607,58
6.09,57.13,5.49,19
9.39,81.26,6.107,78
4.75,75.86,6.192,20
6.39,85.01,6.005,48
4.52,81.08,3.072,100
3.36,76.2,3.528,72
4.78,71.44,4.372,58
5.93,90.23,6.421,38
5.14,96.7,6.2,42
4.62,71.61,3.271,88
3.19,85.42,6.413,7
5.83,67.93,4.47,69
2.99,69.12,2.775,78
7.52,71.14,5.15,73
6.16,81.85,7.252,20
3.08,64.25,3.266,52
5.38,90.5,6.81,26
4.5,84.38,3.675,89
6.64,81.62,4.437,84
8.68,72.06,6.351,56
2.25,83.29,3.284,70
6.23,45.83,3.343,71
5.68,79.41,3.093,100
7.34,76.6,5.569,62
6.43,56.14,4.301,62
4.5,79.06,5.68,36
5.36,80.91,6.773,20
4.41,56.46,5.105,18
8.15,63.13,5.074,72
6.04,95.64,7.423,27
9.8,73.14,8.615,5
5.88,84.76,3.824,95
4.58,86.27,5.257,46
2.97,78.94,4.631,41
2.39,85.17,2.768,85
2.83,53.87,2.882,52
6.53,72.69,7.104,3
7.02,44.19,4.454,58
2.84,57.54,1.694,90
7.79,69.54,4.514,81
5.03,68.35,3.237,94
6.29,75.41,4.238,87
9.22,74.79,7.38,25
7.79,76.34,5.513,68
5.46,76.75,5.788,41
4.22,78.33,3.48,75
1.7,65.41,2.36,62
4.56,67.75,4.738,41
5.58,74.63,4.093,82
4.03,74.79,5.439,33
5.74,64.18,2.805,100
6.15,85.82,6.197,38
5.55,82.25,6.741,18
4.7,66.4,4.03,54
6.34,72.92,5.55,49
6.88,95.1,6.058,61
3.82,76.61,5.499,16
8.82,78.96,5.491,86
5.8,68.91,3.478,85
6.04,71.87,5.208,44
7.42,90.11,7.478,31
6.47,76.13,3.57,95
7.91,74.29,6.818,27
6.57,75.08,5.759,41
4.78,100.0,8.044,3
6.72,75.4,3.878,95
3.71,66.7,4.751,34
6.22,68.45,3.827,90
5.93,82.81,4.143,88
5.58,60.72,6.159,10
5.74,79.51,5.319,57
2.24,67.76,4.268,29
4.9,56.41,4.52,38
6.19,65.2,4.018,77
6.32,75.28,7.181,6
3.94,88.95,6.363,14
8.53,84.13,5.074,94
4.27,72.06,6.196,4
7.94,84.72,7.023,45
6.85,71.43,3.585,92
4.71,60.33,4.763,39
9.55,75.21,6.5,74
3.61,59.94,3.561,54
7.84,82.91,7.458,26
8.0,83.06,4.553,98
4.66,66.2,4.889,29
8.78,76.46,6.113,62
5.5,76.36,6.861,8
6.58,83.72,6.04,39
6.52,62.55,6.144,18
5.73,80.99,4.403,73
7.62,61.83,6.832,22
7.59,82.77,7.765,18
2.5,85.63,4.776,37
8.61,68.3,6.953,33
2.68,87.19,4.496,48
8.07,59.26,6.006,48
8.25,86.0,8.781,2
3.82,89.38,5.965,26
5.18,78.46,6.287,17
3.79,73.04,6.333,4
5.57,78.12,6.315,9
5.38,68.96,6.124,10
7.56,100.0,6.752,69
8.62,69.13,6.286,38
8.79,88.17,7.031,49
4.88,67.59,5.083,40
5.58,90.97,5.996,49
2.63,95.12,3.303,86
4.39,78.86,5.929,19
7.93,77.87,6.629,37
9.23,65.43,4.591,97
3.53,64.24,3.74,49
4.82,77.98,6.197,6
5.95,89.58,5.17,64
6.56,69.52,6.568,23
4.38,97.08,4.851,78
6.85,68.9,6.235,31
5.05,77.29,4.791,53
5.97,77.32,6.204,33
7.09,73.98,7.056,17
6.01,54.56,4.049,65
5.13,68.81,4.093,76
5.78,77.0,4.557,67
5.82,74.04,5.973,45
5.26,81.36,3.148,100
5.48,82.57,3.573,88
9.2,72.6,5.525,78
7.12,65.38,5.562,37
5.41,90.48,4.025,92
7.39,61.45,5.998,27
5.33,69.05,5.957,20
8.35,66.5,4.931,79
6.74,82.46,6.27,42
5.79,88.17,6.878,25
6.9,73.26,4.875,70
2.86,77.3,3.786,51
3.75,79.29,3.331,78
3.61,93.04,5.32,39
6.29,57.26,5.457,30
9.47,82.44,7.281,47
10.0,78.77,7.47,47
7.28,71.29,5.505,50
7.0,78.26,6.822,28
2.4,82.41,4.707,31
4.91,80.83,4.284,73
4.42,96.59,5.664,48
4.76,76.27,4.459,66
5.66,75.27,5.089,53
5.06,73.19,3.898,60
2.04,80.53,4.075,47
7.5,74.68,5.891,45
3.85,75.13,6.524,1
6.48,75.18,4.862,66
10.0,73.65,5.4,92
4.16,68.91,2.635,100
0.94,79.18,4.466,23
5.43,72.15,6.19,20
8.2,81.14,7.356,33
9.92,76.11,5.154,94
3.54,71.13,2.869,89
6.99,90.65,6.469,48
5.07,73.98,6.26,16
5.79,81.23,5.936,39
10.0,68.0,8.204,7
2.99,54.74,2.283,62
6.51,69.33,5.543,44
6.94,53.63,3.217,97
8.17,72.63,4.459,98
6.2,89.69,5.154,81
6.62,65.95,5.721,49
5.22,53.94,5.902,4
6.54,90.0,7.612,13
5.31,70.25,5.732,26
7.24,74.84,7.352,13
5.26,82.88,3.684,96
6.75,80.23,5.981,43
5.94,82.51,6.981,12
8.25,84.0,5.611,78
5.9,57.54,3.393,85
2.45,60.86,3.863,33
8.52,86.71,6.536,67
4.19,67.18,5.992,7
4.69,68.27,3.348,79
4.81,62.37,6.058,7
8.75,70.95,6.669,43
1.73,71.51,3.403,48
10.0,65.63,5.404,90
8.11,64.47,7.013,26
6.45,78.19,4.668,76
5.89,66.92,4.577,59
6.57,68.94,5.391,56
7.04,53.14,5.235,40
7.29,94.38,6.315,66
7.11,84.42,7.829,15
6.18,70.05,5.716,44
5.61,66.01,3.299,95
5.7,75.11,4.884,59
5.61,74.83,6.109,34
8.27,62.24,7.485,12
7.19,49.49,6.414,6
0.12,69.74,0.905,96
7.31,59.37,3.529,100
6.39,76.71,7.021,10
5.96,76.78,4.342,80
5.22,65.27,5.858,25
8.25,69.65,4.265,94
7.9,92.63,7.535,40
4.45,82.75,3.103,93
6.81,70.48,5.314,48
4.06,97.92,4.137,87
3.24,63.03,3.324,56
4.75,66.87,4.477,60
7.72,73.89,7.495,7
7.91,59.69,5.635,47
7.03,92.9,7.946,14
7.45,76.83,7.916,2
7.03,67.1,5.443,63
4.72,79.48,5.372,37
6.86,76.46,4.913,69
7.6,71.95,7.281,22
7.51,62.91,4.29,70
